LotFrontage,LotArea,OverallQual,YearBuilt,YearRemodAdd,Street,MasVnrArea,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,3SsnPorch,ScreenPorch,PoolArea,PoolQC,MoSold,SaleCondition,LotShape,Neighborhood,SaleType,LotConfig,LandContour,SalePrice
120.0,10356,5,1975,1975,1,0.0,716,253,969,1,969,0,969,0,1,1,3,5,0,1975.0,2,440,0,0,0,0,0,0.0,1,1,1,6,1,2,1,122000
107.0,13891,8,2007,2008,1,436.0,1400,310,1710,1,1710,0,1710,1,2,0,2,6,1,2007.0,3,866,0,102,0,0,0,0.0,1,6,1,16,4,1,1,372402
70.04,14803,6,1971,1971,1,252.0,416,409,825,1,1097,896,1993,0,2,1,4,8,1,1971.0,2,495,0,66,0,0,0,0.0,6,1,2,17,1,6,1,190000
70.04,13500,6,1960,1975,1,0.0,429,93,1602,1,1252,0,1252,1,1,0,1,4,1,1960.0,2,564,409,0,0,0,0,0.0,3,1,1,5,1,1,1,235000
84.0,11340,6,1923,1950,1,0.0,0,1200,1200,1,1200,0,1200,0,1,0,4,7,0,1923.0,1,312,0,0,0,0,0,0.0,3,5,1,18,1,2,1,125000
60.0,9600,6,1924,1950,1,0.0,0,572,572,0,572,524,1096,0,1,0,2,5,0,0.0,0,0,0,8,0,0,0,0.0,4,1,1,8,1,2,1,79000
60.0,7200,5,1950,1950,1,0.0,0,0,0,1,1040,0,1040,0,1,0,2,5,0,1950.0,2,625,0,0,0,0,0,0.0,6,1,1,13,1,1,1,109500
92.0,12003,8,2009,2010,1,84.0,0,774,774,1,774,1194,1968,0,2,1,4,8,1,2009.0,3,680,0,75,0,0,0,0.0,5,6,1,24,4,2,1,269500
100.0,12552,7,2004,2005,1,0.0,222,769,991,1,991,956,1947,0,2,1,3,8,1,2004.0,2,678,0,136,0,0,0,0.0,5,1,1,22,1,2,1,254900
134.0,19378,7,2005,2006,1,456.0,57,1335,1392,1,1392,1070,2462,1,2,1,4,9,1,2006.0,2,576,239,132,168,0,0,0.0,3,6,2,9,4,2,3,320000
70.04,11120,6,1984,1984,1,0.0,660,572,1232,1,1232,0,1232,0,2,0,3,6,0,1984.0,2,516,0,0,0,0,0,0.0,6,1,2,25,1,6,1,162500
110.0,13688,9,2003,2004,1,664.0,1016,556,1572,1,1572,1096,2668,1,2,1,3,10,2,2003.0,3,726,400,0,0,0,0,0.0,3,1,2,16,1,1,1,412500
95.0,12182,7,2005,2005,1,226.0,1201,340,1541,1,1541,0,1541,0,2,0,3,7,1,2005.0,2,532,0,70,0,0,0,0.0,5,6,1,16,4,2,1,220000
55.0,5500,4,1956,1956,1,0.0,0,882,882,1,882,0,882,0,1,0,1,4,0,0.0,0,0,0,0,0,0,0,0.0,4,1,1,18,1,1,1,103200
40.0,5400,6,1926,2004,1,0.0,370,779,1149,1,1149,467,1616,0,2,0,3,5,0,1926.0,1,216,0,0,0,0,0,0.0,10,1,1,18,1,2,1,152000
62.0,10106,5,1940,1999,1,0.0,351,112,644,1,808,547,1355,1,2,0,4,6,0,0.0,0,0,140,0,0,0,0,0.0,9,1,1,8,1,1,1,127500
70.04,10708,5,1955,1993,1,0.0,379,470,1617,1,1867,0,1867,1,1,0,2,7,3,1955.0,1,303,476,0,0,142,0,0.0,11,1,2,5,5,1,1,190000
86.0,10562,8,2007,2007,1,300.0,1288,294,1582,1,1610,551,2161,1,1,1,3,8,1,2007.0,3,789,178,120,0,0,0,0.0,11,6,1,16,4,1,1,325624
62.0,8244,7,2004,2004,1,0.0,0,840,840,1,840,880,1720,0,2,1,3,7,1,2004.0,2,440,100,48,0,0,0,0.0,5,1,2,9,1,1,1,183500
70.04,16669,8,1981,1981,1,653.0,0,1686,1686,1,1707,0,1707,0,2,1,2,6,1,1981.0,2,511,574,64,0,0,0,0.0,1,1,2,24,1,2,1,228000
70.04,12358,5,1941,1950,1,0.0,360,360,720,1,854,0,1382,0,1,1,2,7,0,1991.0,2,660,237,0,0,0,0,0.0,5,1,2,18,1,1,1,128500
141.0,31770,6,1960,1960,1,112.0,639,441,1080,1,1656,0,1656,1,1,0,3,7,2,1960.0,2,528,210,62,0,0,0,0.0,5,1,2,13,1,2,1,215000
44.0,5306,7,1987,1987,1,0.0,495,354,1064,1,1064,703,1767,1,2,0,2,5,1,1987.0,2,504,441,35,0,0,0,0.0,6,1,2,23,1,1,1,239000
80.0,10197,6,1961,1961,1,491.0,288,700,1362,1,1362,0,1362,1,1,1,3,6,1,1961.0,2,504,0,20,0,0,0,0.0,6,1,2,13,5,1,1,163000
47.0,12416,6,1986,1986,1,132.0,1398,0,1606,1,1651,0,1651,1,2,0,3,7,1,1986.0,2,616,192,0,0,0,0,0.0,11,1,2,24,1,1,1,184000
84.0,12615,6,1950,2001,1,0.0,477,725,1202,1,2158,0,2158,1,2,0,4,7,1,1950.0,2,576,0,29,0,0,0,0.0,6,1,1,8,1,2,1,243000
97.0,10029,6,1988,1989,1,268.0,831,320,1151,1,1164,896,2060,0,2,1,4,8,1,1988.0,2,521,0,228,0,192,0,0.0,9,1,2,5,1,2,1,211000
70.04,13650,5,1958,1958,1,0.0,57,554,1052,1,1252,668,1920,1,2,0,4,8,1,1958.0,2,451,0,0,0,0,0,0.0,7,1,1,20,1,1,1,172500
63.0,17423,9,2008,2009,1,748.0,1904,312,2216,1,2234,0,2234,1,2,0,1,9,1,2009.0,3,1166,0,60,0,0,0,0.0,7,6,2,23,4,6,1,501837
60.0,8520,5,1923,2006,1,0.0,0,968,968,1,968,0,968,0,1,0,2,5,0,1935.0,2,480,0,0,0,0,0,0.0,7,1,1,18,1,1,1,100000
70.04,2117,6,2000,2000,1,456.0,436,320,756,1,769,756,1525,0,2,1,3,5,1,2000.0,2,440,0,0,0,0,0,0.0,6,1,1,22,1,1,1,177000
54.0,7588,7,1920,1950,1,0.0,352,441,793,1,901,901,1802,0,1,1,4,9,1,1920.0,1,216,0,0,0,0,0,0.0,7,1,1,7,1,1,1,200100
60.0,9060,5,1957,2006,1,98.0,0,0,0,1,1340,0,1340,0,1,0,3,7,1,1957.0,1,252,116,0,180,0,0,0.0,6,1,1,8,1,1,1,120000
63.0,11426,7,2003,2003,1,0.0,0,1362,1362,1,1362,720,2082,0,2,1,3,6,0,2003.0,2,484,280,238,0,0,0,0.0,6,1,1,18,1,1,1,200000
92.0,7438,5,1908,1991,1,0.0,0,504,504,1,936,316,1252,0,1,0,3,5,0,1986.0,2,576,104,0,0,0,0,0.0,6,1,2,4,1,1,1,127000
90.0,22950,10,1892,1993,1,0.0,0,1107,1107,1,1518,1518,3608,0,2,1,4,12,2,1993.0,3,840,0,260,0,410,0,0.0,6,1,3,18,1,1,1,475000
70.04,9947,7,1990,1991,1,0.0,611,577,1188,1,1217,0,1217,1,2,0,3,6,0,1990.0,2,497,168,27,0,0,0,0.0,6,1,2,12,1,6,1,173000
60.0,10410,5,1916,1987,1,0.0,0,660,660,1,808,704,1656,0,2,1,3,8,0,1916.0,1,180,0,0,140,0,0,0.0,8,1,1,18,1,1,1,135000
64.0,7018,5,1979,1979,1,275.0,1086,0,1086,1,1224,0,1224,2,0,2,2,6,2,1979.0,2,528,120,0,0,0,0,0.0,6,4,1,21,1,1,2,153337
41.0,4923,8,2001,2002,1,0.0,1153,440,1593,1,1593,0,1593,1,1,1,0,5,1,2001.0,2,682,0,120,0,224,0,0.0,8,1,1,23,1,1,1,286000
70.0,10570,8,1932,1994,1,0.0,297,556,853,1,1549,1178,2727,0,2,1,3,10,2,1932.0,2,440,0,74,0,0,0,0.0,12,1,1,7,1,1,2,315000
70.04,7472,7,1972,2004,1,138.0,626,99,725,1,725,754,1479,1,1,1,4,7,0,1972.0,2,484,0,32,0,0,0,0.0,6,1,2,13,1,6,1,184000
68.0,9017,7,1999,1999,1,0.0,560,871,1431,1,1431,0,1431,1,2,0,3,6,0,1999.0,2,666,0,35,0,0,0,0.0,9,1,2,6,1,1,1,192000
24.0,2522,7,2004,2004,1,50.0,0,970,970,1,970,739,1709,0,2,0,3,7,0,2004.0,2,380,0,40,0,0,0,0.0,5,1,1,8,1,1,1,130000
60.0,7180,5,1972,1972,1,0.0,390,474,864,1,864,0,864,0,1,0,3,5,0,1989.0,1,352,0,0,0,0,0,0.0,5,1,2,6,1,1,1,127000
24.0,2280,6,1976,1976,1,0.0,566,289,855,1,855,601,1456,0,2,1,3,7,1,1976.0,2,440,87,0,0,0,0,0.0,7,1,1,15,1,4,1,148500
79.0,9416,7,2007,2007,1,205.0,1126,600,1726,1,1726,0,1726,1,2,0,3,8,1,2007.0,3,786,171,138,0,266,0,0.0,9,6,1,22,4,1,1,311872
174.0,25419,8,1918,1990,1,0.0,1036,140,1360,1,1360,1360,3112,1,2,0,4,8,1,1918.0,2,795,0,16,0,0,512,10.0,3,2,1,13,1,2,1,235000
92.0,5520,6,1912,1950,1,0.0,0,755,755,1,929,929,2229,0,1,0,5,8,0,0.0,0,0,0,198,0,0,0,0.0,7,2,1,18,1,2,1,104000
76.0,9591,8,2004,2005,1,262.0,1088,625,1713,1,1713,0,1713,1,2,0,3,7,1,2004.0,3,856,0,26,0,170,0,0.0,1,1,1,16,1,1,1,274900
80.0,8546,4,2003,2004,1,0.0,0,1121,1121,1,1121,0,1121,0,2,0,2,5,0,2003.0,2,440,132,64,0,0,0,0.0,3,1,1,8,1,2,1,140000
75.0,10125,6,1977,1977,1,0.0,641,276,1196,1,1279,0,1279,0,2,0,3,6,2,1980.0,2,473,238,83,0,0,0,0.0,2,1,1,12,1,1,1,171500
50.0,7000,6,1924,1950,1,0.0,617,0,617,1,865,445,1310,0,2,0,2,6,0,1924.0,1,398,0,0,0,0,0,0.0,5,1,1,18,5,2,1,112000
70.04,4438,6,2004,2004,1,205.0,662,186,848,1,848,0,848,1,1,0,1,3,1,2004.0,2,420,149,0,0,0,0,0.0,1,1,1,6,1,1,1,149000
50.0,3500,5,1947,1950,1,0.0,312,408,720,1,720,564,1284,0,1,1,2,5,0,1948.0,1,240,0,35,0,0,0,0.0,4,1,1,18,1,1,1,110000
99.0,11851,7,1990,1990,1,0.0,0,1424,1424,1,1442,0,1442,0,2,0,3,5,0,1990.0,2,500,0,34,508,0,0,0.0,5,1,1,9,1,2,1,180500
40.0,13673,5,1962,1962,1,0.0,0,1140,1140,1,1696,0,1696,0,1,1,3,8,1,1962.0,1,349,0,30,0,0,0,0.0,3,1,2,20,1,6,1,143900
70.04,12493,4,1960,1960,1,0.0,419,375,1100,1,1100,0,1100,1,1,0,3,6,1,1960.0,1,312,355,0,0,0,0,0.0,4,1,2,13,1,1,1,141000
70.04,14364,7,1988,1989,1,128.0,1065,92,1157,1,1180,882,2062,1,2,1,3,7,1,1988.0,2,454,60,55,0,154,0,0.0,4,1,2,21,1,1,4,277000
75.0,8250,6,1964,1964,1,260.0,787,305,1092,1,1092,0,1092,1,1,0,3,6,0,1964.0,2,504,0,0,0,0,0,0.0,7,1,1,13,1,1,1,145000
67.0,5604,5,1925,1950,1,0.0,468,396,864,0,864,0,864,1,1,0,2,5,0,0.0,0,0,0,0,0,0,0,0.0,4,1,1,8,1,1,1,98000
83.0,10420,6,2009,2009,1,0.0,36,1176,1212,1,1212,0,1212,0,2,0,3,6,0,2009.0,2,460,100,22,0,0,0,0.0,3,1,1,8,1,2,1,186000
72.0,8640,7,2009,2009,1,0.0,822,78,900,1,932,920,1852,1,2,1,3,7,1,2009.0,2,644,168,108,0,0,0,0.0,7,6,1,22,4,1,1,252678
43.0,13568,5,1995,1995,1,0.0,716,274,990,1,990,0,990,0,1,0,3,5,0,1996.0,2,576,224,0,0,0,0,0.0,7,1,3,6,1,6,1,156000
70.04,10900,6,1977,1977,1,153.0,378,311,689,1,689,703,1392,0,1,1,3,6,0,1977.0,1,299,0,36,0,0,0,0.0,3,1,2,6,1,4,1,161750
72.0,10011,5,1957,1996,1,64.0,360,710,1070,1,1236,0,1236,0,1,0,2,6,1,1957.0,1,447,0,0,0,0,0,0.0,5,1,2,13,1,1,1,134450
65.0,8450,7,2004,2004,1,266.0,946,490,1436,1,1436,0,1436,1,2,0,3,8,0,2004.0,2,484,139,98,0,0,0,0.0,4,1,1,6,1,1,1,210000
57.0,9906,4,1925,1950,1,0.0,0,686,686,0,810,518,1328,0,1,0,3,8,0,1940.0,1,210,0,172,0,0,0,0.0,9,5,1,18,1,1,1,107000
70.04,15660,7,1939,2006,1,312.0,341,457,798,1,1137,817,1954,0,1,1,3,8,2,1939.0,2,431,0,119,0,0,0,0.0,5,1,2,7,1,2,1,311500
43.0,3010,7,2005,2006,1,16.0,16,1232,1248,1,1248,0,1248,0,2,0,2,5,0,2005.0,2,438,108,0,0,0,0,0.0,3,6,1,1,4,1,1,167240
73.0,8990,7,2006,2006,1,0.0,0,1498,1498,1,1498,0,1498,0,2,0,2,5,0,2006.0,2,675,351,33,0,0,0,0.0,4,6,2,6,4,1,1,204900
70.04,8068,6,2002,2002,1,0.0,0,1010,1010,1,1010,1257,2267,0,2,1,4,8,1,2002.0,2,390,120,46,0,0,0,0.0,12,1,2,9,8,1,1,200000
85.0,11475,6,1975,1975,1,0.0,550,163,713,1,811,741,1552,1,2,1,3,6,1,1975.0,2,434,209,208,0,0,0,0.0,2,1,1,17,1,1,1,179900
70.0,10500,4,1971,1971,1,0.0,524,160,864,1,864,0,864,0,1,0,2,4,0,1989.0,2,576,216,0,0,0,0,0.0,3,2,1,13,1,4,1,97000
103.0,13472,10,2003,2003,1,922.0,56,2336,2392,1,2392,0,2392,0,2,0,3,8,1,2003.0,3,968,248,105,0,0,0,0.0,6,1,1,16,1,1,1,386250
21.0,1680,5,1971,1971,1,142.0,0,630,630,1,630,672,1302,0,2,1,3,6,0,1991.0,1,280,0,0,0,0,0,0.0,5,2,1,3,5,1,1,112000
82.0,9950,7,1995,1995,1,290.0,565,638,1203,1,1214,1306,2520,0,2,1,4,9,1,1995.0,3,721,224,114,0,0,0,0.0,6,2,2,14,1,1,1,290000
21.0,1869,6,1970,1970,1,127.0,321,162,483,1,483,504,987,0,1,1,2,5,0,1987.0,1,280,0,0,0,0,0,0.0,9,1,1,3,1,1,1,106000
70.0,8521,5,1967,1967,1,0.0,842,70,912,1,912,0,912,0,1,0,3,5,1,1974.0,1,336,0,0,0,0,0,0.0,5,1,1,20,1,4,1,125000
43.0,3182,7,2005,2006,1,16.0,16,1357,1373,1,1555,0,1555,0,2,0,2,7,1,2005.0,2,430,143,20,0,0,0,0.0,5,1,1,1,1,1,1,192500
73.0,8760,6,1959,1959,1,220.0,0,1194,1194,1,1194,0,1194,1,1,0,3,6,0,1959.0,1,312,0,0,0,0,0,0.0,4,1,1,13,1,1,1,148000
174.0,15138,8,1995,1996,1,506.0,689,773,1462,1,1490,1304,2794,1,2,1,4,9,1,1995.0,3,810,0,146,0,0,0,0.0,7,1,2,14,1,1,1,403000
21.0,1680,6,1972,1972,1,297.0,0,483,483,1,483,504,987,0,1,1,2,5,1,1972.0,1,288,0,0,0,0,0,0.0,6,1,1,3,1,1,1,94500
75.0,10650,5,1976,1976,1,0.0,182,0,894,1,894,0,894,1,1,0,3,5,0,1976.0,1,308,365,0,0,0,0,0.0,2,1,1,6,1,2,1,128200
70.04,7851,6,2002,2002,1,0.0,625,235,860,1,860,1100,1960,1,2,1,4,8,2,2002.0,2,440,288,48,0,0,0,0.0,5,1,1,9,1,1,1,216500
21.0,1680,6,1971,1971,1,604.0,358,125,483,1,483,504,987,0,1,1,2,5,0,1971.0,1,264,0,0,0,0,0,0.0,8,1,1,3,1,1,1,89500
65.0,8773,7,2004,2004,1,98.0,24,1390,1414,1,1414,0,1414,0,2,0,3,6,0,2004.0,2,494,132,105,0,0,0,0.0,5,1,1,6,1,4,1,185500
70.04,9453,7,1993,2003,1,0.0,402,594,996,1,1014,730,1744,0,2,1,3,7,0,1993.0,2,457,370,70,238,0,0,0.0,2,1,2,21,1,6,1,194500
93.0,12030,8,2007,2007,1,254.0,0,1694,1694,1,1694,0,1694,0,2,0,3,7,0,2007.0,3,818,168,228,0,0,0,0.0,12,6,1,16,4,1,1,318000
52.0,8741,6,1945,1950,1,0.0,94,641,735,1,798,689,1487,0,1,1,3,7,1,1949.0,1,220,0,140,0,0,0,0.0,4,1,1,8,1,1,1,113000
75.0,9000,8,2008,2008,1,36.0,1078,488,1566,1,1566,0,1566,1,2,0,3,7,0,2008.0,2,750,144,168,0,0,0,0.0,4,1,1,22,1,1,1,262500
40.0,3880,5,1945,1997,1,0.0,329,357,686,1,866,0,866,0,1,0,2,4,0,0.0,0,0,58,42,0,0,0,0.0,8,1,1,18,1,1,1,110500
63.0,5000,5,1900,1950,1,0.0,0,540,540,0,889,551,1440,0,1,0,3,6,0,1940.0,1,352,0,0,0,0,0,0.0,4,1,1,18,1,2,1,79000
75.0,10762,6,1980,1980,1,0.0,0,626,626,1,626,591,1217,0,1,1,3,6,1,1980.0,1,288,0,28,0,0,0,0.0,4,1,1,21,1,2,1,120000
70.04,8880,7,1994,2002,1,0.0,695,253,948,1,1222,888,2110,1,2,1,3,8,2,1994.0,2,463,0,130,0,0,0,0.0,5,1,2,21,1,1,1,205000
80.0,10400,7,1988,1988,1,102.0,929,916,1845,1,1872,0,1872,0,2,0,3,6,1,1988.0,2,604,197,39,0,0,0,0.0,6,1,1,17,1,1,1,241500
69.0,9142,6,1910,1950,1,0.0,0,1020,1020,0,908,1020,1928,0,2,0,4,9,0,1910.0,1,440,0,60,0,0,0,0.0,4,1,1,18,1,1,1,137000
75.0,11310,6,1954,1954,1,0.0,0,1367,1367,1,1375,0,1375,0,1,0,2,5,1,1954.0,2,451,0,30,0,0,0,0.0,6,1,1,13,1,1,1,140000
72.0,11317,7,2003,2003,1,101.0,0,840,840,1,840,828,1668,0,2,1,3,8,0,2003.0,2,500,144,68,0,0,0,0.0,9,1,1,6,1,1,1,180000
70.04,159000,6,1958,2006,1,472.0,697,747,1444,1,1444,700,2144,0,2,0,4,7,2,1958.0,2,389,0,98,0,0,0,0.0,6,1,3,5,1,6,4,277000
55.0,5350,3,1940,1966,1,0.0,0,728,728,1,1306,0,1306,0,1,0,3,6,0,0.0,0,0,263,0,0,0,0,0.0,5,1,2,4,1,1,1,76500
44.0,4750,8,2006,2007,1,481.0,1573,0,1573,1,1625,0,1625,1,2,0,2,5,1,2006.0,2,538,123,0,0,153,0,0.0,12,5,2,7,1,1,3,235000
65.0,8366,6,2004,2004,1,0.0,0,798,798,1,798,842,1640,0,2,1,3,6,0,2004.0,2,520,138,45,0,0,0,0.0,12,1,2,21,1,1,1,173000
85.0,9350,6,1964,1991,1,108.0,270,452,1302,1,1302,0,1302,0,2,0,3,7,0,1964.0,1,309,333,0,0,0,0,0.0,10,1,1,13,2,1,1,158000
70.0,8400,5,1957,1957,1,0.0,922,392,1314,1,1314,0,1314,1,1,0,3,5,0,1957.0,1,294,250,0,0,0,0,0.0,6,1,1,13,1,1,1,145000
66.0,8738,7,1999,1999,1,302.0,0,975,975,1,1005,1286,2291,0,2,1,4,8,1,1999.0,2,429,192,0,0,0,0,0.0,2,1,2,9,1,1,1,230000
64.0,8791,6,2003,2003,1,0.0,503,361,864,1,864,864,1728,0,2,1,3,7,0,2003.0,2,673,216,56,0,0,0,0.0,5,1,2,22,1,1,1,207500
68.0,8814,7,2006,2006,1,180.0,1334,270,1604,1,1604,0,1604,1,2,1,3,8,1,2006.0,2,660,123,110,0,0,0,0.0,3,2,1,6,1,1,1,220000
80.0,12435,7,2001,2001,1,172.0,361,602,963,1,963,829,1792,0,2,1,3,7,1,2001.0,2,564,0,96,245,0,0,0.0,5,1,1,6,1,1,1,231500
70.0,12702,5,1956,1956,1,0.0,0,0,0,1,882,0,882,0,1,0,2,4,0,1956.0,1,308,0,45,0,0,0,0.0,12,1,1,18,1,1,1,97000
120.0,19296,6,1962,1962,1,399.0,672,0,1362,1,1382,0,1382,1,1,0,3,6,1,1991.0,2,884,0,0,0,0,0,0.0,5,1,1,13,1,2,1,176000
69.0,9588,8,2007,2007,1,270.0,0,1482,1482,1,1482,1092,2574,0,2,1,3,10,1,2007.0,3,868,0,148,0,0,0,0.0,11,6,2,6,4,1,1,276000
88.0,8471,6,1977,1995,1,46.0,506,0,506,1,1212,0,1212,1,1,0,3,6,1,1978.0,2,492,292,12,0,0,0,0.0,7,1,2,20,1,2,1,151000
50.0,5500,5,1929,2001,1,0.0,234,0,926,1,926,0,1316,1,1,0,3,6,0,1974.0,2,484,0,0,0,0,0,0.0,4,1,1,18,1,2,1,130000
30.0,5232,5,1925,2004,1,0.0,0,680,680,0,764,0,764,0,1,0,2,4,0,1965.0,2,504,0,0,0,0,0,0.0,6,1,4,18,1,1,2,73000
78.0,12090,6,1981,1981,1,210.0,588,606,1422,1,1422,0,1422,0,2,0,3,7,1,1981.0,2,576,276,0,0,0,0,0.0,6,1,2,17,1,1,1,175500
70.0,11207,6,1997,1997,1,0.0,714,88,802,1,802,709,1511,1,2,1,3,8,1,1997.0,2,413,95,75,0,0,0,0.0,6,1,2,9,1,4,3,185000
60.0,8400,5,1939,1997,1,0.0,378,342,720,1,1052,720,2192,0,2,1,4,8,1,1939.0,1,240,262,24,0,0,0,0.0,7,1,1,19,1,1,2,179500
71.0,6900,5,1940,1955,1,0.0,403,212,740,1,778,0,778,0,1,0,2,4,1,1966.0,1,924,0,25,0,0,0,0.0,2,1,1,10,1,1,1,120500
70.04,7917,6,1976,1976,1,174.0,751,392,1143,1,1113,0,1113,1,1,1,3,6,1,1987.0,1,504,370,30,0,0,0,0.0,5,1,2,8,1,2,1,148000
84.0,10728,8,2006,2006,1,0.0,0,1095,1095,1,1095,844,1939,0,2,1,3,8,1,2006.0,3,1053,192,51,0,0,0,0.0,8,6,1,22,4,1,1,266000
73.0,39104,7,1954,2005,1,0.0,226,96,1385,1,1363,0,1363,1,1,0,2,5,2,1954.0,2,439,81,0,0,0,0,0.0,4,1,2,5,1,6,4,241500
92.0,11764,8,1999,2007,1,348.0,524,628,1152,1,1164,1106,2270,0,2,1,4,9,1,1999.0,3,671,132,57,0,0,0,0.0,4,1,2,14,1,6,1,290000
80.0,9600,6,1958,1988,1,183.0,620,0,1240,1,1632,0,1632,1,2,0,3,6,1,1958.0,1,338,289,0,0,0,0,0.0,4,1,1,13,1,1,1,139000
76.0,8314,5,1982,1982,1,0.0,546,270,816,1,816,0,816,0,1,0,2,5,0,1982.0,1,264,168,0,0,0,0,0.0,6,1,1,12,1,2,1,124500
55.0,7264,7,1925,2007,1,0.0,0,952,952,0,952,596,1548,0,2,1,3,5,0,1978.0,2,672,74,0,0,144,0,0.0,10,1,1,4,1,1,1,205000
129.0,9196,7,2003,2003,1,0.0,0,1560,1560,1,1560,0,1560,0,2,0,3,7,0,2003.0,2,573,100,150,0,0,0,0.0,4,1,2,12,1,1,1,201000
140.0,19138,4,1951,1951,1,0.0,120,744,864,1,864,0,864,0,1,0,2,4,0,1951.0,2,400,0,0,0,0,0,0.0,6,1,1,9,1,2,1,141000
107.0,14450,9,2006,2007,1,315.0,0,2121,2121,1,2121,0,2121,0,2,1,3,8,1,2007.0,3,732,124,98,0,142,0,0.0,5,6,1,16,4,1,1,415298
83.0,10005,7,1977,1977,1,299.0,392,768,1160,1,1156,866,2022,0,2,1,4,8,1,1977.0,2,505,288,117,0,0,0,0.0,3,1,1,5,1,1,1,192000
82.0,11287,7,1989,1989,1,340.0,421,386,807,1,1175,807,1982,0,2,1,3,7,1,1989.0,2,575,0,84,196,0,0,0.0,1,1,1,21,1,1,1,228500
60.0,7200,6,2006,2006,1,68.0,905,357,1262,1,1262,0,1262,0,2,0,2,5,0,2006.0,2,572,0,120,0,0,0,0.0,5,6,1,22,4,1,1,185000
34.0,5063,7,2007,2008,1,166.0,904,410,1314,1,1314,0,1314,1,2,0,2,6,1,2008.0,2,626,172,62,0,0,0,0.0,4,1,1,16,7,1,1,207500
74.0,9612,8,2008,2009,1,72.0,0,1468,1468,1,1468,0,1468,0,2,0,3,6,1,2008.0,3,898,210,150,0,0,0,0.0,12,6,1,22,4,1,1,244600
50.0,8012,6,1992,1992,1,0.0,430,1145,1575,1,1575,0,1575,1,2,0,2,5,0,1992.0,2,529,0,0,0,0,0,0.0,7,1,1,21,1,1,1,179200
35.0,4251,7,2006,2007,1,0.0,0,625,625,1,625,625,1250,0,2,1,2,5,0,2006.0,2,528,0,54,0,0,0,0.0,6,6,2,22,4,1,1,164700
77.0,9786,6,1962,1981,1,0.0,600,312,912,1,1085,649,1734,0,1,1,3,7,1,1962.0,2,440,0,0,0,128,0,0.0,6,1,2,13,1,1,2,159000
70.04,8125,4,1971,1971,1,0.0,614,244,858,1,858,0,858,0,1,0,3,5,0,0.0,0,0,0,0,0,0,0,0.0,6,1,2,13,1,2,1,88000
70.04,9819,5,1967,1967,1,31.0,450,432,882,1,900,0,900,0,1,0,3,5,0,1970.0,1,280,0,0,0,0,0,0.0,2,1,2,20,1,1,1,122000
60.0,8730,6,1915,2003,1,0.0,0,698,698,1,698,698,1396,0,1,0,3,7,0,2003.0,1,384,0,0,0,259,0,0.0,7,1,1,4,1,1,1,153575
120.0,15611,8,2006,2006,1,0.0,0,1079,1079,1,1079,840,1919,0,2,1,3,8,1,2006.0,2,685,0,51,0,0,0,0.0,7,6,1,6,4,1,1,233230
55.0,5687,5,1912,2000,1,0.0,210,570,780,0,936,780,1716,1,2,0,6,9,0,0.0,0,0,0,184,0,0,0,0.0,3,1,1,19,1,1,2,135900
60.0,11409,5,1949,2008,1,0.0,292,476,768,1,1148,568,1716,0,1,1,3,8,1,1949.0,1,281,0,0,0,160,0,0.0,1,1,1,8,1,1,1,131000
70.04,16659,7,1977,1994,1,34.0,795,0,795,1,1468,795,2263,1,2,1,3,9,1,1977.0,2,539,0,250,0,0,0,0.0,3,1,2,17,1,2,1,235000
80.0,9600,6,1953,1953,1,238.0,1285,131,1416,1,1644,0,1644,1,1,0,3,7,2,1953.0,2,418,110,0,0,0,0,0.0,10,1,1,13,1,1,1,167000
37.0,7937,6,1984,1984,1,0.0,819,184,1003,1,1003,0,1003,1,1,0,3,6,0,1984.0,2,588,120,0,0,0,0,0.0,3,1,2,12,1,6,1,142500
75.0,13710,5,1950,1950,1,0.0,420,490,910,1,910,648,1558,0,1,1,4,6,0,1950.0,1,282,289,0,0,0,0,0.0,6,1,1,10,1,1,1,152000
66.0,7399,7,1997,1998,1,1600.0,649,326,975,1,975,975,1950,0,2,1,3,7,1,1997.0,2,576,0,10,0,198,0,0.0,6,1,2,22,1,1,1,239000
90.0,11700,6,1968,1968,1,365.0,384,143,702,1,1041,702,1743,0,1,2,3,7,1,1968.0,2,539,224,0,0,0,0,0.0,6,1,1,17,1,1,1,175000
80.0,14000,6,1950,2004,1,0.0,0,1092,1092,1,1152,0,1152,0,1,0,3,6,1,1950.0,1,300,0,36,0,0,0,0.0,8,5,1,7,1,1,1,158500
90.0,15750,5,1953,1953,1,56.0,841,324,1165,1,1336,0,1336,1,1,0,2,5,2,1953.0,1,375,0,0,0,0,0,0.0,6,1,1,7,1,2,1,157000
66.0,16226,8,1998,1999,1,0.0,281,747,1028,1,1210,1242,2452,0,2,1,4,9,1,1998.0,2,683,208,50,0,0,0,0.0,5,1,4,6,1,1,1,267000
118.0,13704,7,2001,2002,1,150.0,0,1541,1541,1,1541,0,1541,0,2,0,3,6,1,2001.0,3,843,468,81,0,0,0,0.0,1,1,2,6,1,2,1,205000
